10threads,	15532microseconds,	3883microseconds
10threads,	17772microseconds,	0microseconds
10threads,	20925microseconds,	0microseconds
10threads,	20274microseconds,	0microseconds
10threads,	15277microseconds,	0microseconds
10threads,	11444microseconds,	3814microseconds
10threads,	15302microseconds,	0microseconds
10threads,	14566microseconds,	0microseconds
10threads,	15817microseconds,	0microseconds
10threads,	15287microseconds,	0microseconds
10threads,	15735microseconds,	0microseconds
10threads,	14915microseconds,	0microseconds
10threads,	15328microseconds,	0microseconds
10threads,	14751microseconds,	0microseconds
10threads,	15167microseconds,	0microseconds
10threads,	18760microseconds,	0microseconds
10threads,	9566microseconds,	4783microseconds
10threads,	14800microseconds,	0microseconds
10threads,	14817microseconds,	0microseconds
10threads,	15887microseconds,	0microseconds
10threads,	15264microseconds,	0microseconds
10threads,	14359microseconds,	0microseconds
10threads,	13949microseconds,	0microseconds
10threads,	15524microseconds,	0microseconds
10threads,	9126microseconds,	9126microseconds
10threads,	14478microseconds,	0microseconds
10threads,	13281microseconds,	6640microseconds
10threads,	15532microseconds,	0microseconds
10threads,	14959microseconds,	0microseconds
10threads,	13937microseconds,	0microseconds
10threads,	14869microseconds,	0microseconds
10threads,	15033microseconds,	0microseconds
10threads,	14837microseconds,	0microseconds
10threads,	15094microseconds,	0microseconds
10threads,	17423microseconds,	0microseconds
10threads,	22929microseconds,	0microseconds
10threads,	13779microseconds,	3444microseconds
10threads,	15036microseconds,	0microseconds
10threads,	15503microseconds,	0microseconds
10threads,	14841microseconds,	0microseconds
10threads,	17773microseconds,	0microseconds
10threads,	14119microseconds,	0microseconds
10threads,	16694microseconds,	0microseconds
10threads,	19863microseconds,	0microseconds
10threads,	14461microseconds,	3615microseconds
10threads,	14343microseconds,	0microseconds
10threads,	16070microseconds,	0microseconds
10threads,	11072microseconds,	3690microseconds
10threads,	14377microseconds,	0microseconds
10threads,	17355microseconds,	0microseconds
10threads,	15527microseconds,	0microseconds
10threads,	18061microseconds,	0microseconds
10threads,	7557microseconds,	7557microseconds
10threads,	16480microseconds,	0microseconds
10threads,	14173microseconds,	0microseconds
10threads,	15375microseconds,	0microseconds
10threads,	7634microseconds,	7634microseconds
10threads,	13712microseconds,	0microseconds
10threads,	12330microseconds,	4110microseconds
10threads,	15482microseconds,	0microseconds
10threads,	11114microseconds,	3704microseconds
10threads,	7378microseconds,	7378microseconds
10threads,	24132microseconds,	0microseconds
10threads,	15026microseconds,	3005microseconds
10threads,	14586microseconds,	0microseconds
10threads,	14536microseconds,	0microseconds
10threads,	15665microseconds,	0microseconds
10threads,	14991microseconds,	0microseconds
10threads,	10373microseconds,	5186microseconds
10threads,	14611microseconds,	0microseconds
10threads,	15366microseconds,	0microseconds
10threads,	13373microseconds,	0microseconds
10threads,	14875microseconds,	0microseconds
10threads,	14239microseconds,	0microseconds
10threads,	12471microseconds,	6235microseconds
10threads,	14734microseconds,	0microseconds
10threads,	9472microseconds,	4736microseconds
10threads,	14971microseconds,	0microseconds
10threads,	15089microseconds,	0microseconds
10threads,	15112microseconds,	0microseconds
10threads,	14203microseconds,	0microseconds
10threads,	10328microseconds,	5164microseconds
10threads,	15445microseconds,	0microseconds
10threads,	14452microseconds,	0microseconds
10threads,	15919microseconds,	0microseconds
10threads,	15613microseconds,	0microseconds
10threads,	0microseconds,	13981microseconds
10threads,	7352microseconds,	7352microseconds
10threads,	18066microseconds,	0microseconds
10threads,	14243microseconds,	0microseconds
10threads,	15455microseconds,	0microseconds
10threads,	18717microseconds,	0microseconds
10threads,	15565microseconds,	0microseconds
10threads,	14731microseconds,	0microseconds
10threads,	17448microseconds,	0microseconds
10threads,	11298microseconds,	3766microseconds
10threads,	8213microseconds,	8213microseconds
10threads,	10328microseconds,	5164microseconds
10threads,	15731microseconds,	0microseconds
10threads,	15317microseconds,	0microseconds
10threads,	16399microseconds,	3279microseconds
10threads,	14108microseconds,	4702microseconds
10threads,	25050microseconds,	0microseconds
10threads,	20438microseconds,	0microseconds
10threads,	17043microseconds,	0microseconds
10threads,	14809microseconds,	2961microseconds
10threads,	14548microseconds,	0microseconds
10threads,	11677microseconds,	3892microseconds
10threads,	10631microseconds,	3543microseconds
10threads,	15623microseconds,	0microseconds
10threads,	14794microseconds,	0microseconds
10threads,	14507microseconds,	0microseconds
10threads,	16274microseconds,	0microseconds
10threads,	16214microseconds,	0microseconds
10threads,	16476microseconds,	0microseconds
10threads,	16454microseconds,	0microseconds
10threads,	14790microseconds,	0microseconds
10threads,	15214microseconds,	0microseconds
10threads,	14374microseconds,	0microseconds
10threads,	14862microseconds,	0microseconds
10threads,	16293microseconds,	0microseconds
10threads,	0microseconds,	15261microseconds
10threads,	9995microseconds,	4997microseconds
10threads,	8061microseconds,	8061microseconds
10threads,	15130microseconds,	0microseconds
10threads,	17864microseconds,	0microseconds
10threads,	15015microseconds,	0microseconds
10threads,	15502microseconds,	0microseconds
10threads,	15157microseconds,	0microseconds
10threads,	12074microseconds,	3018microseconds
10threads,	15084microseconds,	0microseconds
10threads,	15530microseconds,	0microseconds
10threads,	15209microseconds,	0microseconds
10threads,	15575microseconds,	0microseconds
10threads,	12306microseconds,	4102microseconds
10threads,	10213microseconds,	5106microseconds
10threads,	15672microseconds,	0microseconds
10threads,	13702microseconds,	3425microseconds
10threads,	16292microseconds,	0microseconds
10threads,	15819microseconds,	0microseconds
10threads,	11506microseconds,	3835microseconds
10threads,	14089microseconds,	0microseconds
10threads,	15125microseconds,	0microseconds
10threads,	15849microseconds,	0microseconds
10threads,	14673microseconds,	0microseconds
10threads,	16684microseconds,	0microseconds
10threads,	11464microseconds,	3821microseconds
10threads,	11260microseconds,	3753microseconds
10threads,	14286microseconds,	2857microseconds
10threads,	14914microseconds,	0microseconds
10threads,	14132microseconds,	0microseconds
10threads,	10429microseconds,	3476microseconds
10threads,	15732microseconds,	0microseconds
10threads,	21536microseconds,	0microseconds
10threads,	11034microseconds,	5517microseconds
10threads,	13464microseconds,	0microseconds
10threads,	13979microseconds,	0microseconds
10threads,	15721microseconds,	0microseconds
10threads,	15987microseconds,	0microseconds
10threads,	15120microseconds,	0microseconds
10threads,	14442microseconds,	4814microseconds
10threads,	11986microseconds,	3995microseconds
10threads,	17978microseconds,	0microseconds
10threads,	15435microseconds,	0microseconds
10threads,	14538microseconds,	0microseconds
10threads,	15064microseconds,	0microseconds
10threads,	14980microseconds,	0microseconds
10threads,	15820microseconds,	0microseconds
10threads,	14808microseconds,	0microseconds
10threads,	7942microseconds,	7942microseconds
10threads,	11562microseconds,	3854microseconds
10threads,	11444microseconds,	5722microseconds
10threads,	12112microseconds,	4845microseconds
